user_id,n_fake_sites,n_fact_sites,n_total_sites
2513527235,11,0,11
2516247246,11,3,14
2522155353,11,1,12
2523313824,11,4,15
2531015528,11,2,13
2531197737,11,0,11
2533267779,11,3,14
2535287900,11,3,14
2538087896,11,0,11
2538160118,11,0,11
2542697438,11,1,12
2551821246,11,0,11
2552813402,11,3,14
2561092394,11,3,14
2561543528,11,1,12
2561899011,11,1,12
2565881196,11,2,13
2570394455,11,2,13
2579357802,11,4,15
2579524789,11,2,13
2579934596,11,2,13
2581403106,11,1,12
2590455874,11,0,11
2590884252,11,3,14
2592010609,11,2,13
2598353443,11,2,13
2598963590,11,1,12
2601852176,11,3,14
2635376577,11,1,12
2642927008,11,1,12
2656250317,11,1,12
2663516173,11,4,15
2663706607,11,1,12
2664963486,11,4,15
2674565779,11,0,11
2674630925,11,1,12
2675581850,11,2,13
2680137674,11,2,13
2685050778,11,1,12
2686109520,11,3,14
2687434471,11,1,12
2701640767,11,2,13
2712877389,11,1,12
2715748228,11,3,14
2719026047,11,0,11
2724404119,11,0,11
2730345168,11,4,15
2737439639,11,1,12
2737950909,11,0,11
2738650720,11,0,11
2741028829,11,1,12
2741546409,11,3,14
2742895799,11,1,12
2748582465,11,3,14
2760977918,11,0,11
2762288549,11,3,14
2763414210,11,3,14
2763687557,11,2,13
2764999026,11,1,12
2766239923,11,1,12
2767166387,11,3,14
2777785823,11,0,11
2789120208,11,1,12
2790188549,11,3,14
2796409918,11,0,11
2798085656,11,3,14
2801177472,11,2,13
2803337256,11,1,12
2806253876,11,2,13
2811995783,11,4,15
2827295889,11,3,14
2828068783,11,3,14
2833381608,11,2,13
2837232529,11,2,13
2842889879,11,1,12
2845849081,11,1,12
2846080545,11,3,14
2846769033,11,3,14
2849543985,11,1,12
2869527457,11,1,12
2872381109,11,1,12
2874373584,11,3,14
2875700829,11,1,12
2875780737,11,2,13
2875866962,11,3,14
2876016699,11,3,14
2881169894,11,2,13
2882989863,11,2,13
2886500230,11,3,14
2886960807,11,0,11
2887220254,11,3,14
2893898514,11,0,11
2903985766,11,2,13
2907388143,11,4,15
2911833425,11,3,14
2918014430,11,1,12
2923596620,11,3,14
2928790449,11,0,11
2940008444,11,1,12
2940707102,11,2,13
2947291886,11,2,13
2953815043,11,1,12
2955091368,11,1,12
2957509390,11,2,13
2957862936,11,0,11
2959012101,11,1,12
2961260697,11,0,11
2965802529,11,1,12
2975187827,11,2,13
2975208676,11,2,13
2975936339,11,1,12
2982913541,11,0,11
2983542782,11,1,12
2996669676,11,0,11
2998676088,11,2,13
3001595159,11,0,11
3001649164,11,2,13
3003559775,11,2,13
3003765995,11,3,14
3006690178,11,2,13
3010341234,11,3,14
3012462963,11,4,15
3012932259,11,2,13
3017783978,11,0,11
3018230541,11,2,13
3018712512,11,1,12
3022262711,11,0,11
3031492372,11,1,12
3038448744,11,1,12
3039387387,11,0,11
3039975060,11,2,13
3044869781,11,0,11
3045306721,11,2,13
3063099461,11,2,13
3063800430,11,1,12
3072203914,11,1,12
3074050795,11,3,14
3081921375,11,0,11
3086944401,11,2,13
3089423406,11,2,13
3091637038,11,2,13
3092878870,11,2,13
3097543386,11,1,12
3098348408,11,1,12
3102245372,11,3,14
3102537224,11,1,12
3103509258,11,3,14
3105723744,11,3,14
3106992594,11,0,11
3110138020,11,1,12
3111642198,11,4,15
3112240127,11,4,15
3129976557,11,1,12
3134818324,11,4,15
3139458601,11,2,13
3146196809,11,1,12
3148877797,11,1,12
3152781182,11,1,12
3154200820,11,1,12
3163152794,11,2,13
3184890253,11,4,15
3185230166,11,4,15
3185253527,11,0,11
3188652354,11,2,13
3191888037,11,4,15
3195712757,11,1,12
3195774341,11,0,11
3197462131,11,1,12
3197854454,11,0,11
3218856866,11,1,12
3219017217,11,1,12
3220067984,11,1,12
3221270464,11,4,15
3224850985,11,1,12
3226368062,11,4,15
3226946687,11,3,14
3233872641,11,2,13
3235643742,11,1,12
3237253542,11,1,12
3239029664,11,3,14
3247084884,11,1,12
3249321125,11,2,13
3259944788,11,1,12
3266230939,11,4,15
3266856037,11,3,14
3282515257,11,4,15
3283723057,11,2,13
3288114332,11,2,13
3293118434,11,2,13
3293451154,11,0,11
3299906202,11,2,13
3300300374,11,0,11
3300592908,11,0,11
3302168249,11,3,14
3303092855,11,2,13
3307295642,11,4,15
3307512417,11,3,14
3308305813,11,4,15
3308560736,11,1,12
3308877832,11,2,13
3309270416,11,3,14
3309509312,11,2,13
3313501976,11,3,14
3313748484,11,2,13
3315205819,11,3,14
3316135159,11,1,12
3317287716,11,2,13
3321104317,11,3,14
3321633224,11,2,13
3323835137,11,3,14
3327389953,11,1,12
3328231984,11,4,15
3329632990,11,1,12
3335392588,11,1,12
3339750639,11,1,12
3340774754,11,1,12
3344644287,11,0,11
3346028595,11,2,13
3346608405,11,1,12
3364450600,11,3,14
3368649063,11,2,13
3368748808,11,2,13
3373787331,11,4,15
3377551879,11,2,13
3378077458,11,1,12
3378342455,11,2,13
3379125117,11,2,13
3381540185,11,0,11
3382116075,11,1,12
3383049855,11,3,14
3394126212,11,2,13
3395959787,11,0,11
3401976105,11,1,12
3405071801,11,2,13
3406358915,11,1,12
3407790472,11,1,12
3407994333,11,2,13
3408840784,11,3,14
3409704381,11,0,11
3410396065,11,3,14
3411313300,11,2,13
3412642223,11,2,13
3413870405,11,3,14
3419210573,11,1,12
3421386939,11,2,13
3422292133,11,3,14
3426852760,11,1,12
3428071973,11,1,12
3430288594,11,3,14
3437817059,11,0,11
3444360494,11,2,13
3458314408,11,3,14
3487078280,11,1,12
3494440892,11,3,14
3530476579,11,2,13
3535372707,11,0,11
3538733835,11,2,13
3544667242,11,3,14
3561529155,11,3,14
3562560623,11,3,14
3567518362,11,2,13
3578921292,11,1,12
3589220899,11,3,14
3592477283,11,4,15
3615838583,11,0,11
3619924812,11,0,11
3640734136,11,4,15
3676940660,11,4,15
3678420496,11,3,14
3685465332,11,0,11
3686322733,11,2,13
3691747216,11,2,13
3700623209,11,2,13
3709571592,11,1,12
3712824021,11,2,13
3716932994,11,5,16
3723165802,11,2,13
3750989257,11,1,12
3762107189,11,0,11
3762850221,11,3,14
3776062282,11,3,14
3777551895,11,0,11
3796864698,11,3,14
3797652973,11,0,11
3820392735,11,2,13
3828144358,11,0,11
3835451007,11,0,11
3839070432,11,2,13
3853490176,11,4,15
3886472352,11,3,14
3886999640,11,1,12
3889441812,11,3,14
3894224714,11,2,13
3899901209,11,0,11
3906603977,11,2,13
3908662753,11,2,13
3915446003,11,0,11
3920702536,11,1,12
3934213452,11,2,13
3937790773,11,3,14
3951303628,11,0,11
3951304403,11,2,13
3959725703,11,4,15
3981638170,11,0,11
3996557178,11,1,12
3996960501,11,0,11
4019044937,11,2,13
4035871276,11,4,15
4048442295,11,3,14
4048852873,11,2,13
4049454617,11,1,12
4054001539,11,1,12
4056983819,11,2,13
4060831516,11,3,14
4061705121,11,1,12
4063178898,11,4,15
4067308933,11,4,15
4068318254,11,1,12
4093421129,11,2,13
4100661015,11,1,12
4105765714,11,3,14
4114836339,11,3,14
4138699727,11,0,11
4141742472,11,0,11
4149990147,11,0,11
4151364672,11,0,11
4164428236,11,2,13
4172714567,11,2,13
4176001696,11,1,12
4185143260,11,2,13
4185870568,11,1,12
4189571176,11,0,11
4190648303,11,4,15
4193691373,11,3,14
4198082894,11,1,12
4205765434,11,0,11
4213819287,11,3,14
4214490557,11,3,14
4216922654,11,2,13
4258893975,11,2,13
4262087414,11,2,13
4267175567,11,3,14
4267265183,11,2,13
4282439188,11,1,12
4286365994,11,1,12
4289328804,11,0,11
4312731082,11,1,12
4320996201,11,5,16
4340433312,11,1,12
4340464215,11,2,13
4350900315,11,2,13
4364376673,11,2,13
4368495913,11,2,13
4404234263,11,0,11
4412137636,11,3,14
4420887556,11,2,13
4427224377,11,3,14
4460771554,11,2,13
4465637474,11,3,14
4478395109,11,3,14
4487940026,11,2,13
4492393098,11,0,11
4497573080,11,3,14
4506956740,11,2,13
4510942877,11,1,12
4542694583,11,1,12
4546627221,11,0,11
4569118009,11,2,13
4583509888,11,1,12
4603626500,11,1,12
4625146454,11,3,14
4625932753,11,2,13
4661436918,11,4,15
4665140534,11,2,13
4667051401,11,3,14
4679018610,11,1,12
4681341252,11,2,13
4698487423,11,2,13
4707261194,11,2,13
4707332942,11,0,11
4721261321,11,1,12
4722082106,11,1,12
4724109715,11,2,13
4724227437,11,0,11
4730217577,11,3,14
4735945653,11,2,13
4765867515,11,0,11
4774054333,11,2,13
4776334706,11,1,12
4798482944,11,2,13
4799854814,11,1,12
4801111393,11,1,12
4820224145,11,1,12
4827828404,11,1,12
4831391957,11,2,13
4832681197,11,1,12
4834923616,11,0,11
4835226799,11,2,13
4836143874,11,3,14
4836402993,11,3,14
4836728134,11,1,12
4837973643,11,3,14
4838753877,11,1,12
4847157879,11,3,14
4849891627,11,1,12
4851493023,11,3,14
4851646786,11,3,14
4851730959,11,4,15
4852047507,11,2,13
4852120812,11,1,12
4852229441,11,3,14
4852434473,11,2,13
4853799239,11,2,13
4854853970,11,3,14
4855352961,11,3,14
4855401508,11,1,12
4856855175,11,0,11
4861841438,11,2,13
4865974714,11,4,15
4874334687,11,1,12
4879397079,11,1,12
4884501977,11,0,11
4885097979,11,3,14
4885770726,11,1,12
4893792232,11,1,12
4903277523,11,1,12
4905645177,11,3,14
4908634933,11,1,12
4913322853,11,3,14
4919080518,11,1,12
4922500107,11,1,12
4926296153,11,3,14
701044608713695233,11,1,12
701419368043962368,11,4,15
702530571734351872,11,3,14
702628810483765249,11,1,12
702712957315067904,11,0,11
702951403514236929,11,2,13
703055202123821057,11,3,14
703140816827523074,11,0,11
703264025010954240,11,4,15
703307131718598656,11,2,13
703568996851777536,11,2,13
703642055579344897,11,2,13
704003885850095616,11,4,15
704051509063974913,11,0,11
704183237015375872,11,1,12
704491303132798976,11,1,12
705040756965294080,11,1,12
705080019492601857,11,2,13
705088588166393856,11,3,14
705092549971681281,11,3,14
705115035593379840,11,3,14
705119357827874816,11,1,12
705146548397568000,11,3,14
705189196680568834,11,1,12
705467179215384577,11,0,11
705577366253236224,11,5,16
705663278790217728,11,2,13
705773574817079297,11,2,13
705852089746862080,11,3,14
706571272319344643,11,1,12
706577077898756096,11,1,12
706714132762918912,11,4,15
706766107810664448,11,2,13
706915991851171840,11,0,11
706962880030232576,11,2,13
707364394041212928,11,2,13
707528961169997824,11,3,14
707680772266659845,11,0,11
707780828940673024,11,1,12
707959452750761985,11,4,15
708473261097689088,11,2,13
708577305765945344,11,3,14
708697738418987008,11,3,14
709047454436564992,11,1,12
709136798946107393,11,3,14
709445066209808384,11,0,11
709521435614576640,11,1,12
709690251422404608,11,1,12
709821204132143104,11,2,13
710140390029041664,11,1,12
710547816180027396,11,2,13
710641842241589248,11,2,13
710723351090626560,11,2,13
710938082304864256,11,3,14
711291909415817216,11,0,11
711626309458386944,11,5,16
711696710255271936,11,0,11
712014736938946560,11,2,13
712063080881111041,11,2,13
712288570254434304,11,2,13
712298250678611968,11,2,13
712762661776322561,11,3,14
712778286544326656,11,3,14
712987134584569856,11,1,12
713316839045074944,11,0,11
713375481374965760,11,3,14
713401762678501376,11,3,14
713426483566522370,11,3,14
713462091135459333,11,3,14
714182071548256259,11,1,12
714935548163526660,11,1,12
715135935156002816,11,0,11
715312709450002432,11,3,14
715726104477233154,11,1,12
715956584023719937,11,4,15
715977011408330753,11,3,14
716336900332658689,11,1,12
716352577256837120,11,3,14
716371621380890624,11,4,15
716394891560009728,11,1,12
716767065890103296,11,5,16
717191759147573248,11,1,12
717755642144886784,11,3,14
718858331457097728,11,1,12
719669024678805504,11,2,13
719939067136385024,11,0,11
721785130679996416,11,3,14
722063693459140608,11,1,12
722522551331774464,11,1,12
722635060856406018,11,4,15
722791121085005825,11,2,13
723561295706873856,11,2,13
723665567912202241,11,2,13
723703628775735296,11,3,14
724386879924277249,11,2,13
725426968888397824,11,2,13
725458108483559427,11,4,15
725491027595956225,11,2,13
726273166058774528,11,1,12
726533301796765696,11,2,13
727717202615521284,11,2,13
727840825661661184,11,4,15
727919321016504322,11,1,12
728665240187981825,11,2,13
728673391738159104,11,1,12
728710508019253248,11,3,14
728760171686584320,11,3,14
728780021007933440,11,0,11
729799424306642944,11,2,13
729969215864627200,11,0,11
730163626326298624,11,1,12
730540191782457344,11,1,12
731568881131790336,11,2,13
731945353143029760,11,3,14
732244744185634817,11,2,13
732612795078844416,11,0,11
732873175768305665,11,2,13
733093128081661954,11,3,14
733403248531406849,11,2,13
733733770680016901,11,3,14
734424985058451456,11,2,13
734956413143769088,11,2,13
735235693614505985,11,2,13
735498014161313792,11,1,12
735603498558054400,11,2,13
735621525936562176,11,2,13
735890121426272256,11,2,13
736293436245053440,11,1,12
736750781093707776,11,3,14
737333088590663681,11,2,13
738837671477280768,11,1,12
739217267104309248,11,1,12
739260580448505856,11,3,14
740186171582582784,11,3,14
740684938744303616,11,1,12
741052907718610944,11,2,13
741093634586595329,11,2,13
741141699561435136,11,2,13
741649428361170944,11,1,12
742057264635334657,11,1,12
742119836575223808,11,3,14
742129940263370753,11,4,15
742828749448564736,11,2,13
743222063683371008,11,3,14
743774301405347840,11,0,11
744090713554460672,11,2,13
744232736089575424,11,3,14
745569479346757632,11,1,12
746116280856514560,11,1,12
746383620575637504,11,3,14
746776023262466048,11,1,12
746837040583540737,11,2,13
746939863547641857,11,3,14
747445513738326017,11,0,11
747480363371499520,11,2,13
747573243352072192,11,0,11
747944972175958016,11,3,14
748336266106671104,11,5,16
749043841697710080,11,1,12
749572677707390976,11,2,13
749682113599987713,11,2,13
749703015355953152,11,3,14
750100340595449856,11,3,14
750829544702181376,11,1,12
751186616736186368,11,0,11
751472723847548928,11,2,13
751842472532250624,11,2,13
751997503663464450,11,3,14
752052047948746752,11,0,11
752551654218760192,11,0,11
752861108369711104,11,0,11
753472878360813568,11,3,14
753583380441231360,11,0,11
753673619708882944,11,3,14
753691318140809216,11,0,11
753693608092561409,11,2,13
754110888446087168,11,2,13
754115413034737664,11,2,13
754743870462783488,11,2,13
755399855418159104,11,1,12
755481804652490752,11,3,14
755779843434745858,11,4,15
756304717320376320,11,2,13
756641885079371776,11,2,13
756725977863036928,11,0,11
756820331331919872,11,2,13
756865850804674560,11,3,14
756897157807038464,11,2,13
757098405109780484,11,2,13
757284447918194688,11,1,12
757709658555490305,11,3,14
757752143289786369,11,2,13
757842931046690816,11,0,11
758032406234345473,11,1,12
758286427297906689,11,2,13
758313715695427585,11,2,13
758429841972686848,11,1,12
758788609415655424,11,2,13
758874586976882694,11,2,13
758897050058534912,11,1,12
759396501168599044,11,4,15
759443240219049984,11,1,12
759461353790795776,11,2,13
759580347873067008,11,0,11
759845601882157056,11,4,15
760010546426937344,11,3,14
760180496995266560,11,1,12
760236653252259840,11,4,15
760593687940169729,11,5,16
760930001348722688,11,0,11
760948799812603904,11,0,11
761531476928180224,11,0,11
761888456716976128,11,3,14
762744759710388224,11,1,12
762821534662664192,11,3,14
763145866534227968,11,1,12
764859083107160064,11,0,11
765286320151359495,11,0,11
765566069264310272,11,4,15
766443367236526080,11,3,14
768098547770068992,11,2,13
768204297351884800,11,2,13
768309974493691904,11,1,12
769616735112531969,11,2,13
770127773927079936,11,3,14
770249753409916928,11,1,12
770590351484604417,11,2,13
771556994016694272,11,3,14
771795931637379072,11,1,12
772066716109139968,11,3,14
772121935362666496,11,2,13
772228162122022912,11,0,11
772906825058492417,11,0,11
772913099879829505,11,1,12
773353278092484612,11,0,11
776228194571649025,11,4,15
776712643230965760,11,1,12
776985371938652160,11,2,13
777005325702443008,11,4,15
777876223653453824,11,0,11
777936101860253696,11,1,12
777952653527617536,11,2,13
778381941666000897,11,0,11
779329104906629120,11,2,13
780829149950726144,11,3,14
782444912448933888,11,0,11
782584702414839809,11,2,13
782598329242791936,11,1,12
782606707113373697,11,0,11
782748679094558721,11,3,14
783408079836700672,11,3,14
783561210419642368,11,3,14
784399151891095552,11,1,12
784813979432476672,11,3,14
784817181477470208,11,3,14
784990648478740481,11,1,12
785124994120617984,11,2,13
785531751368105984,11,3,14
785685594131210240,11,1,12
785856656529686528,11,4,15
785879161109786624,11,0,11
786198604792946688,11,1,12
786259108936552448,11,1,12
786636396224131072,11,0,11
786645817905991680,11,4,15
786683653292191744,11,2,13
786799008379392000,11,2,13
787017904608817152,11,2,13
787473361056239616,11,3,14
787679971280117760,11,3,14
788022764988792832,11,0,11
788222338072313856,11,0,11
788756843615039488,11,3,14
788934526005149696,11,2,13
790735857426784257,11,1,12
791109574266789888,11,0,11
791241662127181824,11,2,13
791630627229560832,11,1,12
791760653652406272,11,1,12
792270532565671936,11,0,11
793224540834762752,11,2,13
794312891184939008,11,0,11
794779909482758144,11,1,12
796778201943048192,11,1,12
796899745889402880,11,1,12
797608852665446400,11,1,12
2182041,10,2,12
2953201,10,2,12
5385802,10,2,12
6660832,10,4,14
7016932,10,4,14
9234502,10,4,14
9376622,10,2,12
9671192,10,2,12
10207502,10,5,15
10796522,10,4,14
11650472,10,4,14
14055791,10,2,12
14453481,10,4,14
14522779,10,3,13
14604938,10,2,12
14781809,10,1,11
14820509,10,3,13
14930609,10,2,12
14973375,10,4,14
14974705,10,0,10
15201203,10,3,13
15251062,10,0,10
15293096,10,1,11
15700545,10,1,11
15711730,10,0,10
15880390,10,4,14
15916814,10,2,12
16002738,10,1,11
16038334,10,1,11
16054602,10,3,13
16077744,10,3,13
16206579,10,1,11
16256826,10,4,14
16474992,10,4,14
16495811,10,3,13
16504112,10,2,12
16603994,10,1,11
16705739,10,4,14
16729563,10,1,11
16833387,10,0,10
16886028,10,2,12
17250739,10,2,12
17586038,10,1,11
17674805,10,0,10
17772187,10,1,11
17901142,10,0,10
17915515,10,3,13
17953041,10,2,12
17961649,10,1,11
18025295,10,4,14
18116676,10,3,13
18132806,10,0,10
18175578,10,3,13
18256467,10,0,10
18261890,10,2,12
18267698,10,4,14
18512153,10,3,13
18949073,10,2,12
19048952,10,2,12
19085578,10,3,13
19112577,10,2,12
19212015,10,3,13
19291540,10,1,11
19304431,10,2,12
19374918,10,4,14
19508842,10,4,14
19519035,10,2,12
19571797,10,0,10
19611642,10,3,13
19716616,10,2,12
19742226,10,2,12
19793392,10,2,12
19797994,10,0,10
19880131,10,2,12
19929319,10,1,11
20075367,10,1,11
20221833,10,4,14
20281328,10,1,11
20439040,10,0,10
20454503,10,3,13
20644194,10,0,10
20668255,10,2,12
20689780,10,3,13
20730783,10,1,11
20782953,10,2,12
20953826,10,4,14
21051380,10,3,13
21149162,10,3,13
21283587,10,1,11
21371939,10,4,14
21471958,10,3,13
21572910,10,4,14
21588073,10,4,14
21690687,10,4,14
21899643,10,3,13
21930343,10,0,10
21979017,10,3,13
22046875,10,4,14
22186690,10,0,10
22230837,10,3,13
22440812,10,5,15
22502240,10,3,13
22532718,10,1,11
22564991,10,1,11
22719839,10,3,13
22774874,10,1,11
23009574,10,0,10
23029464,10,3,13
23053953,10,3,13
23140272,10,2,12
23197499,10,0,10
23202327,10,3,13
23380149,10,3,13
23387931,10,2,12
23393316,10,1,11
23459209,10,0,10
23615872,10,2,12
23678096,10,2,12
23723528,10,3,13
23799146,10,3,13
23901220,10,1,11
23979289,10,1,11
24001196,10,2,12
24006136,10,1,11
24214420,10,4,14
24639297,10,2,12
24687735,10,2,12
24763312,10,3,13
24891727,10,2,12
25056367,10,2,12
25100452,10,1,11
25407310,10,2,12
25460386,10,3,13
25690056,10,0,10
25782041,10,3,13
25832979,10,2,12
25876092,10,2,12
25967788,10,0,10
26270980,10,1,11
26331079,10,0,10
26379654,10,0,10
26429927,10,2,12
26459660,10,2,12
26762838,10,1,11
26801386,10,1,11
27031592,10,3,13
27066549,10,1,11
27095023,10,1,11
27228928,10,0,10
27308120,10,3,13
27389866,10,0,10
27456082,10,2,12
27600955,10,3,13
27903560,10,2,12
27951857,10,2,12
28167485,10,0,10
28540576,10,3,13
28740137,10,1,11
28759149,10,1,11
28796543,10,2,12
29305770,10,0,10
29792476,10,2,12
29833442,10,2,12
29980783,10,1,11
29997030,10,2,12
30317907,10,1,11
30518844,10,2,12
30877995,10,0,10
30887280,10,1,11
31353188,10,1,11
31403779,10,4,14
31445547,10,1,11
31999788,10,3,13
32466500,10,2,12
32557077,10,1,11
32782882,10,3,13
32903442,10,0,10
33068037,10,4,14
33070154,10,2,12
33272578,10,2,12
33435667,10,0,10
33874101,10,0,10
33904581,10,1,11
34755730,10,3,13
34842246,10,3,13
34986245,10,0,10
35525602,10,3,13
35760927,10,3,13
35878835,10,1,11
36303972,10,3,13
36383937,10,1,11
36892347,10,3,13
36952214,10,0,10
37127042,10,3,13
37238438,10,1,11
37644319,10,4,14
37650763,10,1,11
38242184,10,1,11
38422859,10,1,11
38759727,10,2,12
39107307,10,3,13
39206452,10,2,12
39312095,10,1,11
40126220,10,1,11
40361182,10,0,10
40921511,10,2,12
41393941,10,2,12
41419693,10,2,12
41559967,10,2,12
41745189,10,4,14
41825643,10,3,13
41919763,10,1,11
42433492,10,3,13
42486601,10,1,11
42729835,10,3,13
43149311,10,1,11
43343466,10,0,10
43741078,10,1,11
43834885,10,2,12
44290258,10,2,12
44983352,10,4,14
45123137,10,0,10
45154341,10,3,13
45439376,10,1,11
45838753,10,1,11
46202228,10,1,11
46596461,10,2,12
46860972,10,3,13
47019515,10,0,10
47025341,10,3,13
47253430,10,3,13
47279266,10,0,10
47808357,10,5,15
47968287,10,3,13
48238003,10,2,12
48329469,10,1,11
48409823,10,2,12
49115079,10,3,13
49465966,10,0,10
49519644,10,1,11
49599024,10,0,10
49606484,10,3,13
49964679,10,3,13
50174923,10,0,10
50354237,10,3,13
50745484,10,1,11
50884311,10,3,13
50902189,10,0,10
51259550,10,4,14
51519531,10,2,12
51691170,10,2,12
52132735,10,0,10
52190807,10,3,13
52389827,10,0,10
52441523,10,1,11
52540473,10,2,12
52874873,10,1,11
52931083,10,2,12
53166363,10,2,12
53265271,10,3,13
53823932,10,3,13
53902535,10,2,12
54040258,10,2,12
54096689,10,2,12
54538437,10,2,12
55043066,10,1,11
55330244,10,1,11
55346544,10,3,13
55638244,10,3,13
55953050,10,2,12
56275127,10,1,11
56914724,10,2,12
57578032,10,1,11
58191549,10,2,12
58331049,10,3,13
58346674,10,0,10
59338587,10,4,14
59690496,10,1,11
60116205,10,2,12
61008839,10,2,12
61921063,10,1,11
62006607,10,2,12
62484834,10,1,11
63188134,10,2,12
63212108,10,2,12
64219311,10,2,12
64276623,10,3,13
64924719,10,1,11
65382842,10,3,13
66112783,10,2,12
66204495,10,2,12
66240525,10,2,12
66275900,10,2,12
67096294,10,2,12
67322084,10,2,12
68049571,10,3,13
68254271,10,1,11
68807455,10,1,11
68889823,10,3,13
68972878,10,2,12
69391389,10,2,12
69625887,10,1,11
69983753,10,2,12
70143997,10,3,13
70752796,10,3,13
71007826,10,2,12
71631772,10,1,11
72086688,10,2,12
72133241,10,0,10
73128845,10,1,11
73390283,10,0,10
73717605,10,3,13
74030198,10,3,13
74231060,10,3,13
74529892,10,3,13
74610516,10,2,12
75080436,10,0,10
75877232,10,4,14
75903151,10,0,10
76687969,10,4,14
76803949,10,0,10
76855943,10,3,13
76938950,10,3,13
77233634,10,0,10
79083934,10,3,13
79291680,10,0,10
79532585,10,2,12
80626778,10,2,12
81377971,10,0,10
81637419,10,0,10
82722757,10,3,13
83312898,10,2,12
83610671,10,1,11
84135023,10,3,13
84611374,10,5,15
85940335,10,0,10
86054485,10,2,12
86201399,10,0,10
86730270,10,0,10
86854235,10,0,10
87791314,10,1,11
87996263,10,1,11
89349643,10,0,10
89490661,10,2,12
91455048,10,2,12
91655528,10,1,11
91670958,10,4,14
92924320,10,1,11
94384054,10,2,12
94627583,10,2,12
95704598,10,0,10
95747120,10,3,13
96832024,10,3,13
97981165,10,1,11
99015340,10,3,13
102466306,10,3,13
102774350,10,1,11
102803388,10,2,12
103716179,10,2,12
104203606,10,0,10
104850722,10,3,13
105825659,10,1,11
107161788,10,4,14
107493239,10,0,10
108417706,10,2,12
108751302,10,3,13
109352520,10,1,11
109556764,10,3,13
109960811,10,2,12
110512221,10,0,10
110550362,10,1,11
110601992,10,1,11
111381659,10,2,12
111596475,10,0,10
111642101,10,3,13
111735130,10,1,11
112873910,10,1,11
113367070,10,0,10
113721074,10,3,13
114711796,10,1,11
115125517,10,2,12
115142697,10,1,11
117304641,10,2,12
119115911,10,0,10
121227877,10,2,12
122462526,10,3,13
124849825,10,4,14
125406318,10,2,12
125801959,10,2,12
126977940,10,1,11
129262829,10,3,13
130707313,10,3,13
131551379,10,1,11
131746121,10,2,12
132890694,10,0,10
133546344,10,4,14
133971844,10,2,12
135151712,10,2,12
135541389,10,4,14
136078032,10,2,12
136080402,10,1,11
136960509,10,2,12
141016227,10,3,13
141083533,10,4,14
141521806,10,2,12
143992230,10,3,13
144265513,10,2,12
146174639,10,1,11
148360487,10,2,12
148489517,10,1,11
148830421,10,3,13
151466633,10,2,12
151633598,10,3,13
153776534,10,0,10
154122043,10,1,11
156596350,10,2,12
156745414,10,2,12
156763697,10,0,10
159282342,10,0,10
159334308,10,3,13
161392521,10,5,15
161685142,10,1,11
162554426,10,1,11
162617060,10,2,12
164269050,10,1,11
164707460,10,1,11
165710347,10,1,11
166432024,10,2,12
167924087,10,2,12
167985567,10,4,14
168100032,10,0,10
168178331,10,0,10
168882615,10,1,11
170471798,10,2,12
170484423,10,2,12
173582183,10,2,12
176406752,10,2,12
181787944,10,1,11
184963882,10,2,12
189244866,10,2,12
189990034,10,2,12
191292799,10,0,10
192798405,10,2,12
193158134,10,2,12
193525826,10,0,10
193589482,10,0,10
195214392,10,1,11
197697414,10,3,13
198776337,10,1,11
200599429,10,3,13
200697773,10,4,14
203344437,10,3,13
204475242,10,3,13
205825760,10,1,11
206333044,10,1,11
208275450,10,1,11
209103227,10,2,12
210818055,10,5,15
210978450,10,2,12
212273141,10,0,10
215179218,10,1,11
215293961,10,0,10
216188796,10,2,12
218479755,10,2,12
219815857,10,3,13
220170317,10,1,11
220240498,10,0,10
220554452,10,1,11
221334900,10,1,11
222377795,10,1,11
222382498,10,0,10
223184512,10,2,12
223930293,10,3,13
227410667,10,0,10
227515490,10,0,10
227828685,10,1,11
228051072,10,1,11
228580599,10,4,14
228989699,10,1,11
229732637,10,4,14
230279984,10,3,13
230436962,10,3,13
230836264,10,1,11
231907795,10,0,10
232962457,10,4,14
232995454,10,2,12
233025830,10,0,10
234306352,10,3,13
235709466,10,3,13
235998838,10,0,10
236469595,10,1,11
236629733,10,3,13
236821600,10,0,10
237442866,10,0,10
238350762,10,2,12
238666005,10,4,14
238696316,10,2,12
239160808,10,2,12
239219739,10,0,10
240541799,10,1,11
241173956,10,2,12
242954148,10,5,15
243777506,10,1,11
244693950,10,3,13
246883126,10,1,11
247432690,10,0,10
247749454,10,2,12
247872733,10,2,12
248145799,10,1,11
249925176,10,0,10
250875516,10,2,12
251312302,10,0,10
253441096,10,1,11
253848000,10,1,11
255645890,10,2,12
256183929,10,2,12
256471924,10,1,11
258329760,10,2,12
259094582,10,3,13
260634454,10,3,13
260724365,10,3,13
260848405,10,3,13
261207256,10,2,12
261477831,10,2,12
261502286,10,0,10
263850628,10,1,11
264117963,10,2,12
264241703,10,0,10
264284066,10,3,13
264292425,10,4,14
264761699,10,0,10
264765282,10,2,12
265011368,10,2,12
265413645,10,2,12
265501199,10,3,13
265530743,10,0,10
266490707,10,0,10
266816841,10,4,14
267445578,10,1,11
267529750,10,2,12
269542314,10,2,12
270446236,10,0,10
270679712,10,3,13
271733366,10,1,11
272076747,10,0,10
273518381,10,1,11
273592641,10,3,13
273599427,10,3,13
274136152,10,0,10
274556937,10,2,12
