user_id,n_fake_urls,n_fact_urls,n_total_urls
33410754,581,24,605
827797573,581,19,600
930575720,581,18,599
735148471376830464,581,11,592
66033904,580,13,593
180542862,580,34,614
606663661,579,13,592
2196378314,579,1,580
469086244,577,11,588
1246856551,577,0,577
4895096885,577,5,582
772891119424331776,576,9,585
733838438,575,0,575
512592336,574,4,578
865242169,574,4,578
112620298,573,3,576
2209322498,573,3,576
782419913306673153,573,0,573
784631291677437956,573,0,573
19220785,571,0,571
15496973,569,11,580
16411598,567,0,567
800745527402893313,567,2,569
29967056,566,18,584
31479090,566,8,574
2447038212,565,6,571
721950741947023360,565,14,579
238015192,564,4,568
447085006,564,4,568
44554315,563,1,564
3309967506,563,3,566
4895640252,563,9,572
772896788768559104,563,8,571
772899092842307584,561,8,569
1378567909,559,2,561
4098592756,558,9,567
717296570211962881,558,2,560
487769182,557,19,576
714947334,557,18,575
774171195050557440,557,2,559
542962969,556,2,558
4718357002,556,7,563
1924904623,554,29,583
4180352153,554,31,585
98769374,550,9,559
4700534838,550,1,551
932952324,549,1,550
1469577427,549,0,549
249458442,548,0,548
726893349488087040,548,9,557
747144457741606912,548,9,557
570816898,547,33,580
849941184,547,0,547
706244489464123392,547,4,551
211990186,546,14,560
214998879,546,0,546
264376821,546,4,550
600074019,546,0,546
4475341812,546,0,546
65854394,545,3,548
1222028304,545,19,564
2737985484,545,0,545
3402737002,545,1,546
217137252,544,14,558
467221718,542,0,542
742904223830933504,542,0,542
538481859,541,19,560
798530833,541,27,568
3161717974,541,2,543
712440047807520769,541,14,555
109945090,540,25,565
211533486,540,10,550
931010875,538,2,540
2683032895,538,13,551
785791604120358912,538,0,538
273764520,536,5,541
363266582,536,4,540
615675507,536,1,537
259495952,535,3,538
382852377,534,5,539
789738380,533,18,551
4030957213,532,2,534
4821423943,532,12,544
16410897,531,31,562
37470180,531,31,562
736079508399214593,531,0,531
1599562578,530,19,549
725469308558663680,530,27,557
1034339780,529,0,529
2538624796,529,0,529
18224811,528,12,540
3162003637,528,0,528
82616432,527,9,536
707742697,527,3,530
3001321559,527,11,538
18643437,526,3,529
1287022826,526,9,535
1433237178,526,0,526
1597555874,526,1,527
14596185,525,7,532
18553881,525,15,540
14930609,524,2,526
711305198421946368,524,15,539
18393418,523,27,550
2196646711,523,2,525
4041511396,523,14,537
353996180,522,10,532
2176799708,522,1,523
2545326607,522,18,540
3340774754,521,1,522
16936686,520,0,520
2450202811,520,15,535
2535507276,520,5,525
2848442307,520,1,521
4516076294,520,15,535
746124845105090561,520,5,525
769941491657547776,520,0,520
48100522,518,19,537
2589443876,518,0,518
738856920937861120,518,14,532
788125487562305536,518,6,524
2350543976,517,0,517
1495747434,516,28,544
2200490815,515,4,519
730448238998786048,515,18,533
23433605,514,12,526
2358183505,514,1,515
1341686353,513,7,520
119534385,510,11,521
3647423237,510,25,535
700476702040788993,510,4,514
71807953,509,56,565
2903166449,509,11,520
14320620,508,2,510
20323333,508,0,508
83079654,508,3,511
1308509430,508,9,517
2983991113,508,15,523
1216957579,507,16,523
2381241810,507,16,523
164342281,506,7,513
2529693623,506,3,509
2723902734,506,6,512
4855687055,506,6,512
436360631,504,31,535
718319754,504,17,521
3249437280,504,1,505
576291977,503,0,503
1184596015,503,0,503
2511805574,502,0,502
3143511569,502,2,504
4182688875,502,16,518
742716154364497920,502,34,536
1240232587,501,11,512
69707519,500,4,504
310537663,500,0,500
2496377724,500,31,531
1901735065,499,17,516
3092840974,499,3,502
4738204860,499,0,499
371072641,498,20,518
322879013,497,33,530
706148599604731905,497,25,522
1428815594,496,3,499
2788746794,496,0,496
1566816938,495,23,518
39755667,494,13,507
223896073,494,22,516
518948532,494,5,499
1959223292,494,1,495
539721796,493,5,498
1287225810,493,10,503
707253890299744256,493,10,503
740579098783850496,493,24,517
31419814,492,5,497
146485565,492,2,494
1700558094,492,3,495
1942152170,492,1,493
714949505720823808,492,20,512
23114490,491,23,514
120818659,490,18,508
51691170,489,3,492
28768235,488,0,488
2692843108,487,1,488
2935416411,487,1,488
52279814,486,11,497
115543224,486,30,516
115753716,486,4,490
4531637172,486,0,486
751385595168059392,485,1,486
263325209,484,17,501
1150914516,484,28,512
405504484,483,6,489
613048145,483,1,484
3497865853,483,17,500
41419693,482,3,485
375669510,482,19,501
1672386103,482,6,488
3246128525,482,0,482
1695217200,481,15,496
1549066418,479,14,493
4085135908,479,13,492
257097577,478,17,495
724706594,478,3,481
26439527,477,8,485
34325540,477,2,479
709973837,477,21,498
3473311992,477,4,481
746827131859181568,477,1,478
57749952,476,0,476
582562920,476,3,479
2983302897,476,2,478
404463989,475,22,497
2972072795,475,0,475
698562318351863809,475,17,492
3063990535,474,62,536
4635245670,474,0,474
704297752088326144,474,0,474
71344581,473,9,482
2163306930,473,0,473
3028228054,473,9,482
3089040558,473,20,493
723684376236584960,472,1,473
763152681107980288,472,1,473
27752166,471,3,474
231282120,471,3,474
498065893,471,13,484
30317907,470,1,471
250365695,470,11,481
1678939038,470,0,470
234466998,468,13,481
411626852,468,8,476
3228616728,468,2,470
4851681461,468,15,483
710547816180027396,468,2,470
199056422,467,10,477
2178325525,467,9,476
3290881694,467,21,488
751422806454394880,467,6,473
2523556454,466,29,495
4309950203,465,1,466
4857096960,465,9,474
700747161290452992,465,4,469
369856877,464,14,478
4886213447,464,20,484
250131859,463,0,463
763534904,463,9,472
2430626287,463,8,471
2775723830,463,5,468
3628257623,463,6,469
3680356815,463,0,463
4304419334,463,11,474
173161703,462,0,462
364930955,462,3,465
448510528,462,28,490
4919080518,462,2,464
701581697679110145,462,7,469
900187770,461,16,477
236268614,460,3,463
719548547624861696,460,0,460
604115899,459,16,475
18067164,458,16,474
186506052,457,29,486
192036002,457,16,473
2823620637,457,19,476
3192848121,457,22,479
713789700994179073,457,2,459
198363756,456,0,456
1099655371,456,3,459
2939622389,456,1,457
865060466,455,10,465
3424489361,455,15,470
3884374874,455,2,457
303450744,454,12,466
4885744525,454,16,470
32225866,453,1,454
48141381,453,10,463
2479977919,453,17,470
2800466323,453,14,467
4879264024,453,3,456
49475614,451,3,454
860660888,451,11,462
4722474567,451,1,452
109014242,450,3,453
3021564158,450,1,451
785985854611214337,450,4,454
303350661,449,0,449
1023659581,449,4,453
762456727186841600,449,17,466
1594928270,448,0,448
4821375853,448,22,470
714887575081607168,448,22,470
746149720758845442,448,2,450
24790428,447,6,453
764307049844998144,447,4,451
54153498,445,15,460
2240033851,445,13,458
3225518754,445,2,447
127693283,444,2,446
1004702144,444,1,445
2178663834,444,21,465
3766254975,444,4,448
1400514948,443,59,502
2801925217,443,2,445
33611715,442,5,447
60985267,442,5,447
3927572774,442,21,463
720735339074215936,442,11,453
3254524106,441,1,442
2734291692,440,5,445
54065567,439,17,456
57415933,439,0,439
180111748,439,7,446
1542767918,439,2,441
2746979823,439,16,455
188425645,438,6,444
3161107329,438,22,460
395476407,437,25,462
3739067240,437,13,450
259017826,436,3,439
2884079135,436,11,447
86796377,435,4,439
211345057,435,13,448
314722934,435,3,438
2926464862,435,14,449
3035205392,435,0,435
3271790814,435,2,437
1372786812,434,12,446
2868389650,434,16,450
2892983181,434,22,456
3241032604,434,4,438
3841109476,434,1,435
733638588714352640,434,3,437
750808149997805568,434,8,442
1389588518,433,0,433
3386408847,432,0,432
735233974486831106,432,0,432
14338727,431,6,437
763130254231756802,431,8,439
745514486631542785,430,11,441
56520458,429,4,433
570115053,429,20,449
2424571394,429,2,431
4353480989,429,11,440
704094904595705857,429,6,435
367273527,428,7,435
864139111,428,12,440
975217231,427,15,442
2525645395,427,15,442
733866462796877824,427,16,443
782172326,426,4,430
3435940588,426,26,452
725770009553719300,426,11,437
732012116,425,13,438
2245707546,425,3,428
2553543997,425,0,425
2856154741,425,14,439
4623007456,425,17,442
9349562,424,1,425
14243666,424,4,428
120146232,423,70,493
319746353,423,0,423
1141027980,423,22,445
1350989725,423,18,441
2896439073,423,18,441
3235627787,423,2,425
705814755869470720,423,20,443
763162689086427136,422,7,429
929963226,421,19,440
3337744786,421,4,425
4428596416,421,0,421
493458854,420,1,421
3886099279,420,20,440
18412711,419,11,430
173119648,419,8,427
462370197,419,0,419
992310697,419,2,421
736906356871991296,419,2,421
36021489,418,1,419
227467628,418,0,418
295966275,418,15,433
441376916,417,3,420
525750162,417,3,420
4744232172,417,8,425
1556075358,416,1,417
3166178833,416,9,425
4017521301,416,7,423
40361182,415,0,415
149583391,415,0,415
999453985,415,4,419
1945076263,415,5,420
2305880564,415,5,420
711576455306743808,415,20,435
3647712853,414,15,429
733424386020020224,414,0,414
15100622,413,2,415
306327191,413,3,416
518375650,413,0,413
1187596585,413,0,413
1240499028,413,10,423
3413212065,413,18,431
17674805,412,0,412
1213293126,412,19,431
2393708024,412,2,414
4851730959,412,37,449
274621914,411,12,423
2458476536,411,7,418
559645321,410,12,422
68435756,409,8,417
2898756616,409,23,432
25135739,408,0,408
156636361,408,1,409
489759395,408,0,408
2315583427,408,6,414
3104864263,408,0,408
3828830052,408,0,408
4476428301,408,15,423
727249811846500353,408,3,411
1904823103,407,14,421
3317319301,407,34,441
4728131307,407,4,411
704034081898668032,407,4,411
16468481,406,3,409
49424542,406,0,406
531678337,406,1,407
1242171468,406,3,409
2660410752,406,0,406
75903151,405,0,405
147248694,405,11,416
1447529352,405,24,429
19218108,404,7,411
51967388,404,15,419
219701626,404,0,404
1420739510,404,13,417
1498573814,404,13,417
759763645534314496,404,16,420
186278633,403,10,413
483686823,403,7,410
717080381153894400,403,15,418
341027410,402,21,423
628638850,402,24,426
2269557301,402,3,405
2321272902,402,11,413
4002449655,402,12,414
4267156996,402,8,410
4827286170,402,13,415
4872247102,402,8,410
715717693714763777,402,0,402
409430647,401,2,403
3151006266,401,1,402
22109363,400,3,403
34754579,400,1,401
108796383,400,1,401
4776757226,400,10,410
703755811399585793,400,11,411
720378783996358656,400,7,407
36048950,398,20,418
51609807,398,14,412
2371015914,398,1,399
3301022112,398,2,400
3885993200,398,8,406
57039652,397,20,417
406784853,397,2,399
2284614762,397,15,412
2927276992,397,5,402
3290051783,397,1,398
26193351,396,5,401
534154454,396,0,396
415725818,395,10,405
431917957,395,35,430
801168552,395,18,413
711971920934277122,395,3,398
760929229642997760,395,3,398
33786401,394,2,396
62147616,394,11,405
435521563,394,7,401
466910067,394,11,405
4168866500,394,0,394
703971353351696384,394,7,401
738509183952113664,394,17,411
748098526878404609,394,0,394
514639148,392,9,401
2179916998,392,11,403
3224693642,392,6,398
735254665097564161,392,0,392
1724568876,391,3,394
4687587470,391,10,401
1301244769,390,52,442
2573512140,390,2,392
34701889,389,24,413
44148003,388,17,405
84523588,388,98,486
110071965,388,8,396
125630525,388,0,388
348058185,388,2,390
3234781559,388,22,410
15427912,387,9,396
55151457,387,4,391
765962124837486592,387,2,389
329954688,386,1,387
730273710310096896,386,28,414
21587082,385,14,399
1023091806,385,2,387
2303776496,385,5,390
2502606786,385,2,387
2996768938,385,1,386
18206185,384,11,395
31579226,384,15,399
26874788,383,3,386
54773913,383,14,397
152102546,383,5,388
513873998,383,29,412
4889784711,383,7,390
753104971269300224,382,0,382
172414436,381,0,381
275608065,381,1,382
322282548,381,8,389
2330112218,381,3,384
16077744,379,6,385
591879987,379,1,380
2654356639,379,7,386
3308822353,379,15,394
563997163,378,27,405
2158000429,378,1,379
4098447160,378,13,391
367905405,377,14,391
2648620973,377,0,377
3310629306,377,2,379
33435667,376,0,376
758470735811665920,376,5,381
27686745,375,13,388
63826026,375,2,377
137552604,375,7,382
471324897,375,2,377
1370661776,375,0,375
2205198069,375,17,392
3126563358,375,19,394
3248410062,375,18,393
4171684919,375,20,395
22550338,374,0,374
441063307,374,20,394
1551604218,374,18,392
1852381699,374,1,375
3313075368,374,4,378
726940680187183106,374,29,403
69190453,373,8,381
2346152484,373,23,396
202367059,372,24,396
2314489021,372,7,379
703453580846469122,372,0,372
718004031327698944,372,11,383
774189454571503616,372,5,377
21740591,371,1,372
1006704806,371,2,373
1925007925,371,0,371
2912957057,371,5,376
796090831060934657,371,5,376
34744730,370,7,377
119529968,370,1,371
573649780,370,16,386
1426710036,370,14,384
2330881664,370,8,378
2807220972,370,1,371
3909312929,370,2,372
4183466843,370,3,373
42565769,369,4,373
119195187,369,4,373
2307253314,369,13,382
2749225968,369,10,379
3308193378,369,17,386
3946780887,369,10,379
142150016,368,1,369
489022138,368,21,389
849862741,368,14,382
3031280176,368,7,375
3167639097,368,11,379
84548925,367,6,373
4596637336,367,5,372
30812245,366,7,373
475274420,366,15,381
870721279,366,4,370
2305853304,366,8,374
12980002,365,22,387
202561864,365,0,365
869176992,365,13,378
742119836575223808,365,3,368
25907240,364,14,378
260870662,364,0,364
4182066809,364,3,367
706250312810684418,364,22,386
716767065890103296,364,12,376
747107404714807300,364,18,382
21091983,363,13,376
67350721,363,6,369
201781540,363,3,366
281519746,363,2,365
417451460,363,1,364
994386145,363,4,367
2295343929,363,13,376
2351922506,363,0,363
704506110665990144,363,13,376
758032406234345473,363,1,364
437985541,362,3,365
737294036,362,13,375
309321148,361,2,363
533670216,361,7,368
1287018594,361,15,376
2305879171,361,44,405
2893480965,361,0,361
3280271678,361,0,361
63547314,360,8,368
341862419,360,5,365
4886380750,360,18,378
714633790749077505,360,12,372
14359655,359,4,363
159110985,359,14,373
709426128,359,9,368
851059680,359,12,371
2582427774,359,8,367
3481965513,359,13,372
4822039626,359,6,365
712634960281223168,359,8,367
335353868,358,13,371
567504692,358,5,363
2460478249,358,0,358
719283382710984704,358,7,365
18929394,357,11,368
320307136,357,16,373
323085742,357,6,363
871599601,357,1,358
3055319153,357,2,359
3281833134,357,1,358
4857949199,357,4,361
710903460934254592,357,21,378
17719672,356,19,375
833376858,356,0,356
2719172970,356,0,356
4833337067,356,7,363
16190478,355,14,369
23317891,355,6,361
32991125,355,0,355
190878483,355,30,385
250302521,355,0,355
297043846,355,2,357
2256871969,355,11,366
2323079305,355,60,415
2962190770,355,0,355
3908344585,355,2,357
4890383820,355,12,367
190044015,354,8,362
565112744,354,9,363
590651831,354,1,355
1905590958,354,13,367
2882972224,354,11,365
321632766,353,5,358
2507476278,353,7,360
3581125695,353,1,354
750371862220115969,353,22,375
757752143289786369,353,2,355
52448419,352,2,354
123220619,352,3,355
898923308,352,3,355
1283670948,352,1,353
2551821246,352,0,352
3170692550,352,14,366
4729637907,352,13,365
18789378,351,9,360
36313598,351,12,363
2941629111,351,26,377
4717892303,351,0,351
708726272680046592,351,2,353
750466208009445376,351,1,352
930808560,350,7,357
3435638633,350,12,362
3271255423,349,16,365
4251850093,349,9,358
24157436,348,4,352
85096288,348,23,371
333761856,348,0,348
447163884,348,17,365
1411272246,348,16,364
2539848682,348,17,365
4163792778,348,16,364
701253999228354560,348,12,360
33733664,347,6,353
364996231,347,1,348
1461278486,347,15,362
2952557518,347,3,350
28064611,346,12,358
1360345298,346,0,346
1733257164,346,4,350
705441738391838720,346,11,357
16335102,345,25,370
2719026047,345,0,345
28021375,344,0,344
28269648,344,2,346
83652058,344,12,356
339820844,344,2,346
4827809970,344,17,361
4896201527,344,10,354
708395608923623424,344,1,345
759555970158698496,344,0,344
784613346398113793,344,6,350
80793585,343,1,344
245514023,343,6,349
1412064840,343,0,343
3365988797,343,8,351
741393440856903681,343,19,362
67514697,342,16,358
396622827,342,0,342
501052337,342,22,364
2571168301,342,9,351
2906351399,342,7,349
3677594795,342,7,349
4620063202,342,2,344
25685342,341,11,352
26900055,341,10,351
27839828,341,6,347
